F:ANNZ_PDF_sam_0
0.27638
0.23618
0.27638
0.29648
0.15578
0.21106
0.24623
0.1005
0.40201
0.25126
0.05025
0.20603
0.13568
0.33166
0.1206
0.24121
0.30653
0.05025
0.1407
0.23116
0.32161
0.09548
0.0603
0.28643
0.17588
0.44724
0.11558
0.26633
0.27638
0.25126
0.25126
0.48241
0.32663
0.16583
0.17588
0.17085
0.39196
0.34673
0.19598
0.23116
0.30151
0.31658
0.28643
0.20101
0.07538
0.13065
0.17085
0.22111
0.22613
0.21608
0.13568
0.17588
0.29648
0.12563
0.21106
0.15075
0.07538
0.14573
0.15075
0.33166
0.15075
0.27638
0.19598
0.0402
0.17085
0.35176
0.32663
0.06533
0.22111
0.24623
0.15075
0.13065
0.15075
0.1608
0.23116
0.20101
0.0603
0.21106
0.17085
0.15578
0.13568
0.19598
0.13065
0.38191
0.22111
0.15075
0.1407
0.21608
0.29648
0.25126
0.12563
0.21608
0.24623
0.32663
0.1407
0.28141
0.11558
0.34673
0.13568
0.29146
0.13568
0.0804
0.28643
0.27638
0.1407
0.35678
0.05528
0.19598
0.1608
0.05025
0.19598
0.26131
0.15075
0.26633
0.1407
0.07035
0.0804
0.26633
0.29648
0.30653
0.38191
0.30653
0.1809
0.32161
0.0402
0.27136
0.16583
0.20101
0.34171
0.26131
0.11055
0.25628
0.22613
0.29146
0.24121
0.32161
0.19598
0.04523
0.25126
0.09045
0.05025
0.21106
0.30151
0.13568
0.23116
0.25628
0.11055
0.07035
0.1407
0.19095
0.44724
0.13568
0.21106
0.30653
0.27638
0.31658
0.39698
0.05025
0.17085
0.27136
0.24623
0.13568
0.23116
0.05025
0.04523
0.13568
0.26131
0.20603
0.0804
0.27638
0.21608
0.28643
0.41709
0.18593
0.15578
0.26633
0.29146
0.25628
0.14573
0.22111
0.31156
0.18593
0.28141
0.19095
0.28141
0.29648
0.19598
0.21106
0.08543
0.30653
0.09045
0.38191
0.28141
0.29648
0.25628
0.1407
0.19598
0.13568
0.25126
0.24623
0.20603
0.24121
0.03015
0.10553
0.38191
0.15578
0.19598
0.09045
0.28643
0.21106
0.19598
0.24623
0.10553
0.14573
0.1206
0.29146
0.24121
0.13568
0.28643
0.13568
0.1407
0.21608
0.23116
0.19598
0.21106
0.09548
0.1005
0.29648
0.1407
0.23116
0.22111
0.25628
0.34673
0.23618
0.29146
0.07538
0.15578
0.13568
0.1206
0.06533
0.15075
0.28643
0.26633
0.30653
0.22111
0.15075
0.19598
0.25628
0.28643
0.1809
0.30151
0.26633
0.21106
0.40704
0.25126
0.32663
0.27136
0.07538
0.10553
0.31156
0.26633
0.19598
0.38191
0.31658
0.39698
0.26633
0.14573
0.40201
0.24121
0.06533
0.1608
0.23618
0.23618
0.37688
0.26633
0.1608
0.20101
0.20603
0.32161
0.19598
0.1809
0.21106
0.04523
0.20101
0.21608
0.14573
0.13568
0.1608
0.19095
0.31658
0.32663
0.25126
0.26633
0.30151
0.1608
0.18593
0.24121
0.28643
0.1608
0.1809
0.32663
0.27638
0.29146
0.16583
0.17085
0.16583
0.42714
0.03015
0.32161
0.34673
0.1407
0.04523
0.05528
0.25628
0.22111
0.25628
0.20101
0.19095
0.1407
0.16583
0.28643
0.28141
0.15075
0.11055
0.23618
0.22111
0.30151
0.27638
0.22111
0.22613
0.33668
0.1206
0.1809
0.22613
0.28141
0.1005
0.08543
0.1407
0.1206
0.1407
0.29648
0.30653
0.24623
0.21608
0.26131
0.19095
0.1608
0.31658
0.25628
0.19598
0.08543
0.28141
0.11558
0.15578
0.05528
0.1608
0.1206
0.33668
0.38191
0.11055
0.17085
0.20101
0.27136
0.18593
0.24623
0.20101
0.0804
0.27136
0.31658
0.26633
0.1206
0.29146
0.21106
0.28643
0.19095
0.24121
0.05025
0.14573
0.20603
0.0603
0.28141
0.26633
0.21608
0.25126
0.18593
0.0402
0.23618
0.29146
0.24623
0.19598
0.26633
0.0804
0.19598
0.15075
0.30151
0.1407
0.20603
0.42211
0.04523
0.1407
0.22111
0.26131
0.19598
0.25628
0.34673
0.20603
0.20603
0.15075
0.06533
0.27638
0.20101
0.1407
0.0603
0.15075
0.1407
0.36181
0.30151
0.28643
0.09548
0.25628
0.21608
0.35176
0.31156
0.1206
0.33166
0.16583
0.13065
0.24121
0.36683
0.27638
0.08543
0.23618
0.16583
0.24623
0.31658
0.26131
0.24623
0.20101
0.28141
0.09548
0.23116
0.1206
0.12563
0.13568
0.13568
0.24121
0.23116
0.33166
0.24623
0.26131
0.28141
0.21106
0.20603
0.41709
0.19598
0.22613
0.32663
0.35176
0.15075
0.47236
0.14573
0.34171
0.25126
0.14573
0.23618
0.01508
0.28141
0.18593
0.22111
0.33166
0.32161
0.1809
0.28643
0.34171
0.1407
0.23116
0.17085
0.1407
0.1407
0.1407
0.24623
0.33166
0.30653
0.29146
0.25628
0.13568
0.19598
0.21106
0.26633
0.25126
0.34171
0.13065
0.32161
0.29648
0.15578
0.19598
0.13568
0.26131
0.00503
0.14573
0.20101
0.22613
0.07035
0.15075
0.24623
0.17588
0.26131
0.23618
0.1407
0.22613
0.27638
0.25126
0.32161
0.24121
0.0804
0.09548
0.1809
0.31658
0.1407
0.28643
0.1407
0.1005
0.21608
0.31156
0.29146
0.20603
0.24623
0.28643
0.11558
0.33166
0.22111
0.14573
0.04523
0.21106
0.32161
0.29146
0.22613
0.38191
0.20101
0.13568
0.23618
0.22613
0.1407
0.1407
0.22613
0.28643
0.1005
0.1407
0.18593
0.30653
0.19598
0.35176
0.29146
0.17085
0.26633
0.35678
0.36181
0.25628
0.25628
0.25628
0.25628
0.25628
0.30151
0.32663
0.1206
0.22613
0.29146
0.22613
0.15075
0.25628
0.22111
0.13065
0.1407
0.43216
0.26131
0.44724
0.17588
0.13065
0.22111
0.30151
0.29146
0.13568
0.17085
0.13065
0.19598
0.31658
0.23116
0.23116
0.19598
0.20603
0.24121
0.31658
0.28141
0.17588
0.23116
0.25628
0.06533
0.15578
0.29648
0.1809
0.07035
0.36181
0.28141
0.15578
0.19095
0.30653
0.23116
0.27638
0.29146
0.06533
0.19598
0.19598
0.1407
0.23618
0.19598
0.16583
0.32161
0.32663
0.30653
0.20603
0.21106
0.19598
0.21106
0.1809
0.1005
0.24623
0.24121
0.08543
0.14573
0.30653
0.1005
0.36683
0.1608
0.26131
0.05528
0.19598
0.27136
0.22613
0.10553
0.29146
0.29648
0.26633
0.26633
0.28643
0.29648
0.25126
0.26633
0.23116
0.15578
0.08543
0.22111
0.15075
0.21106
0.08543
0.09548
0.20101
0.14573
0.20603
0.19598
0.35678
0.28141
0.20101
0.13568
0.31658
0.13568
0.28141
0.13065
0.20101
0.20603
0.19598
0.1809
0.1809
0.16583
0.25628
0.13568
0.1608
0.0201
0.27638
0.14573
0.19598
0.30151
0.09045
0.1206
0.0804
0.21608
0.27638
0.32663
0.15578
0.07538
0.28643
0.32663
0.40704
0.18593
0.27638
0.1809
0.23618
0.31156
0.13568
0.26131
0.21608
0.29146
0.24121
0.07035
0.17588
0.01508
0.22111
0.09548
0.21106
0.20603
0.09548
0.18593
0.07538
0.25126
0.21106
0.03015
0.43216
0.26633
0.07538
0.16583
0.25126
0.24121
0.12563
0.24121
0.1608
0.15075
0.09045
0.16583
0.23618
0.25126
0.28643
0.15075
0.42714
0.28141
0.18593
0.31658
0.20603
0.17085
0.11558
0.05025
0.19598
0.25628
0.26633
0.13065
0.19095
0.05025
0.20603
0.30653
0.23618
0.22613
0.14573
0.32161
0.23116
0.23116
0.31658
0.19598
0.20101
0.32663
0.13568
0.09045
0.33668
0.25628
0.14573
0.27136
0.40201
0.31658
0.18593
0.29648
0.27638
0.13065
0.28643
0.16583
0.26131
0.23116
0.26131
0.0804
0.34673
0.38191
0.31156
0.20603
0.38191
0.30151
0.32663
0.38191
0.07538
0.1407
0.1407
0.12563
0.35678
0.24623
0.1407
0.34673
0.26633
0.30151
0.20603
0.13568
0.23618
0.26633
0.21106
0.33166
0.21106
0.1809
0.22613
0.30151
0.13065
0.16583
0.28643
0.03518
0.29146
0.10553
0.22111
0.23618
0.17588
0.29146
0.27638
0.11558
0.22613
0.21608
0.16583
0.19095
0.31156
0.13568
0.17588
0.27136
0.24623
0.22111
0.22613
0.20603
0.1407
0.03518
0.10553
0.32663
0.05025
0.23618
0.1206
0.28141
0.21608
0.15075
0.1407
0.09045
0.22111
0.15075
0.35176
0.25628
0.0804
0.14573
0.34673
0.06533
0.20101
0.28643
0.06533
0.1206
0.20101
0.1407
0.17085
0.11055
0.35678
0.37186
0.26131
0.29146
0.1005
0.17588
0.32663
0.27638
0.35176
0.0804
0.35678
0.36181
0.27136
0.0804
0.24121
0.20603
0.19095
0.19095
0.30653
0.06533
0.29146
0.22613
0.28643
0.33166
0.20603
0.12563
0.27638
0.40704
0.28643
0.04523
0.31658
0.26131
0.1407
0.29146
0.15075
0.12563
0.27638
0.23116
0.15075
0.29648
0.31658
0.14573
0.29146
0.24121
0.14573
0.05025
0.07035
0.38191
0.30151
0.26633
0.30151
0.15075
0.12563
0.18593
0.16583
0.27136
0.15578
0.14573
0.26633
0.18593
0.15075
0.28141
0.42211
0.1809
0.20101
0.01508
0.24623
0.15075
0.26633
0.34171
0.42211
0.1809
0.18593
0.25628
0.33166
0.09045
0.20101
0.20101
0.26131
0.13568
0.1407
0.28643
0.09548
0.1407
0.17588
0.26633
0.23618
0.26131
0.23116
0.1809
0.05025
0.32161
0.36181
0.29146
0.05528
0.27638
0.31156
0.26131
0.04523
0.06533
0.09045
0.1407
0.23116
0.33668
0.08543
0.33668
0.15075
0.32663
0.21106
0.21106
0.13568
0.20603
0.19598
0.25628
0.20603
0.25628
0.32663
0.19598
0.13568
0.22613
0.30151
0.33166
0.15075
0.32663
0.1407
0.08543
0.12563
0.20101
0.15075
0.38191
0.14573
0.31658
0.14573
0.25126
0.14573
0.09548
0.25628
0.1608
0.1407
0.34673
0.27136
0.23618
0.1608
0.25126
0.25628
0.19598
0.15075
0.21106
0.17085
0.28643
0.29648
0.12563
0.24121
0.05528
0.22613
0.04523
0.1608
0.08543
0.22111
0.23116
0.31658
0.29648
0.19598
0.1809
0.27136
0.29146
0.11558
0.13568
0.23618
0.24121
0.28643
0.26633
0.11558
0.28643
0.20603
0.21608
0.22111
0.22111
0.31156
0.25126
0.13568
0.25126
0.20603
0.1608
0.19598
0.1407
0.21106
0.23618
0.1407
0.13568
0.25126
0.28643
0.31156
0.25628
0.29648
0.28141
0.27136
0.28643
0.33668
0.24623
0.40201
0.24121
0.01508
0.09045
0.25628
0.21608
0.17085
0.25126
0.13568
0.17085
0.1407
0.20101
0.22111
0.05025
0.18593
0.15075
0.17588
0.25628
0.15075
0.32663
0.35176
0.28643
0.30151
0.26131
0.10553
0.26633
0.1608
0.20603
0.20101
0.31156
0.20101
0.27136
0.13568
0.28141
0.07035
0.25628
0.20603
0.05528
0.1608
0.17588
0.07538
0.26131
0.13568
0.21106
0.19598
0.29648
0.32161
0.21608
0.17588
0.20101
0.25126
0.28643
0.1608
0.1407
0.28141
0.24623
0.28643
0.11558
0.19598
0.31156
0.09548
0.19598
0.40201
0.29146
0.33166
0.31658
0.1809
0.42714
0.19598
0.20101
0.23116
0.1407
0.1407
0.19095
0.02513
0.09548
0.25126
0.39698
0.20603
0.29146
0.26131
0.1407
0.21106
0.35176
0.29648
0.25628
0.21608
0.1608
0.23116
0.21608
0.23116
0.23116
0.12563
0.27136
0.25628
0.01005
0.31658
0.06533
0.28643
0.0804
0.24121
0.1809
0.32663
0.30151
0.31658
0.09548
0.20101
0.1809
0.20603
0.25628
0.40201
0.0804
0.22111
0.33166
0.25628
0.0804
0.35678
0.22613
0.17588
0.16583
0.08543
0.29648
0.27136
0.22613
0.22613
0.26633
0.28643
0.09548
0.24121
0.15578
0.25126
0.19598
0.27136
0.37186
0.01508
0.17588
0.23618
0.27136
0.28643
0.26633
0.22111
0.20101
0.06533
0.28141
0.31658
0.15075
0.25126
0.29648
0.1407
0.32161
0.34171
0.30151
0.13568
0.29648
0.30653
0.27638
0.29146
0.1608
0.07538
0.32161
0.33166
0.26633
0.1608
0.15075
0.09548
0.21608
0.16583
0.01508
0.16583
0.31156
0.20101
0.13065
0.34171
0.26131
0.26633
0.19095
0.15075
0.08543
0.23618
0.10553
0.0804
0.19598
0.23116
0.26633
0.13568
0.33668
0.0804
0.25126
0.06533
0.13568
0.32663
0.15578
0.30653
0.21106
0.28141
0.28141
0.27136
0.23618
0.05025
0.28141
0.25628
0.1407
0.08543
0.17588
0.16583
0.07538
0.19095
0.32161
0.33166
0.24623
0.23116
0.24121
0.06533
0.33166
0.06533
0.22613
0.31156
0.28141
0.15075
0.38191
0.27638
0.27136
0.20101
0.29648
0.13568
0.31658
0.1809
0.22613
0.21106
0.20603
0.31156
0.22613
0.10553
0.32161
0.25126
0.1407
0.27638
0.30653
0.14573
0.15075
0.26131
0.31156
0.21106
0.17085
0.24121
0.21106
0.18593
0.29648
0.28141
0.34673
