RA,DEC,COADD_OBJECT_ID,DNF_ZMC_MOF,DNF_ZMC_SOF,DNF_ZMEAN_MOF,DNF_ZMEAN_SOF,DNF_ZSIGMA_MOF,DNF_ZSIGMA_SOF,EXTENDED_CLASS_MASH_SOF,FLAGS_FOOTPRINT,FLAGS_FOREGROUND,FLAGS_GOLD,SOF_CM_MAG_CORRECTED_G,SOF_CM_MAG_CORRECTED_I,SOF_CM_MAG_CORRECTED_R,SOF_CM_MAG_CORRECTED_Z,SOURCE,Z,ERR_Z,GminusR,GminusI,GminusZ,RminusI,RminusZ,IminusZ,C:objID
35.019108,-6.880709,104412301,0.30149999,0.30149999,0.30149999,0.30149999,0.001,0.001,3,1,0,0,20.82144056,18.71573324,19.24032241,18.38467995,GAMA,0.3015,-9.999,1.58111815,2.10570732,2.43676061,0.52458917,0.85564246,0.33105329,104675098
34.852238,-5.904438,104692712,0.12632,0.12632,0.10667598,0.10911805,0.00154448,0.0014559,3,1,0,0,17.86166702,16.49292983,16.89698202,16.19150464,GAMA,0.09136,-9.999,0.964685,1.36873719,1.67016238,0.40405219,0.70547738,0.30142519,118642302
35.098941,-6.682997,105488468,0.03238,0.03238,0.03238,0.03238,0.001,0.001,3,1,0,0,19.78100542,19.57742966,19.60030609,19.49468577,GAMA,0.03238,-9.999,0.18069933,0.20357576,0.28631965,0.02287643,0.10562032,0.08274389,114430157
34.889047,-5.88017,104692267,0.09108,0.09108,0.09108,0.09108,0.001,0.001,3,1,0,0,18.9993481,17.77207129,18.11350964,17.51305569,GAMA,0.09108,-9.999,0.88583846,1.22727681,1.48629241,0.34143835,0.60045395,0.2590156,101801427
35.299344,-6.647087,105486766,0.23596001,0.24483,0.24039853,0.24150716,0.00893626,0.00755685,3,1,0,0,19.89764457,18.06673506,18.50621247,17.77045538,GAMA,0.26465,-9.999,1.3914321,1.83090951,2.12718919,0.43947741,0.73575709,0.29627968,110127578
35.261615,-5.996733,112119989,0.30546999,0.25816,0.27160153,0.27171123,0.01580438,0.0167424,3,1,0,0,20.39546185,18.56601702,19.02099801,18.28505688,GAMA,0.29186,-9.999,1.37446384,1.82944483,2.11040497,0.45498099,0.73594113,0.28096014,117425880
36.009367,-5.862092,116105798,0.32534,0.32534,0.32534,0.32534,0.001,0.001,3,1,0,0,21.0322706,19.03484695,19.52071375,18.75430654,GAMA,0.32534,-9.999,1.51155685,1.99742365,2.27796406,0.4858668,0.76640721,0.28054041,101803193
35.705586,-6.967673,114428378,0.33319399,0.33319399,0.32183105,0.32825142,0.03739362,0.03340725,3,1,0,0,20.46814101,19.17866146,19.55435745,18.85730336,GAMA,0.32137,-9.999,0.91378356,1.28947955,1.61083765,0.37569599,0.69705409,0.3213581,116108515
35.171728,-7.058556,104421048,0.23086999,0.23086999,0.23086999,0.23086999,0.001,0.001,3,1,0,0,20.31892282,18.60351351,19.0384065,18.32451359,GAMA,0.23087,-9.999,1.28051632,1.71540931,1.99440923,0.43489299,0.71389291,0.27899992,151941060
35.740397,-6.055997,111762345,0.08467,0.08467,0.08467,0.08467,0.001,0.001,3,1,0,0,19.43518314,18.89514397,19.07469457,18.83104571,GAMA,0.08467,-9.999,0.36048857,0.54003917,0.60413743,0.1795506,0.24364886,0.06409826,117454407
34.220183,-5.972998,151959341,0.125999,0.0809553,0.10778023,0.10769371,0.00528528,0.00509949,3,1,0,0,18.708316,18.10675681,18.3262854,18.04155726,GAMA,0.13262,-9.999,0.3820306,0.60155919,0.66675874,0.21952859,0.28472814,0.06519955,125239875
34.622239,-6.386346,105472834,0.0427,0.0427,0.0427,0.0427,0.001,0.001,3,1,0,0,19.29742388,19.03946037,19.0825154,18.94064486,GAMA,0.0427,-9.999,0.21490848,0.25796351,0.35677902,0.04305503,0.14187054,0.09881551,101819292
34.921529,-5.883461,104692392,0.16384999,0.16384999,0.20225814,0.20113012,0.02616802,0.025726,3,1,0,0,20.25538522,19.50971869,19.73313467,19.43057324,GAMA,0.22023,-9.999,0.52225055,0.74566653,0.82481198,0.22341598,0.30256143,0.07914545,112112103
34.949532,-6.780892,104407437,0.31459999,0.31459999,0.3303,0.33989149,0.00852804,0.00782499,3,1,0,0,20.89664981,18.91472559,19.44326661,18.57777404,GAMA,0.35319,-9.999,1.4533832,1.98192422,2.31887577,0.52854102,0.86549257,0.33695155,121691230
35.401277,-7.192372,104427557,0.33043,0.33043,0.15489788,0.15385856,0.0059012,0.00512234,3,1,0,0,19.87242038,18.49329952,18.83985035,18.22038344,GAMA,0.17961,-9.999,1.03257003,1.37912086,1.65203694,0.34655083,0.61946691,0.27291608,125246199
35.61975,-5.949895,112117605,0.26515001,0.26515001,0.26815844,0.27299589,0.01200364,0.01086917,3,1,0,0,20.48869124,18.63072098,19.07770681,18.29306359,GAMA,0.37781,-9.999,1.41098443,1.85797026,2.19562765,0.44698583,0.78464322,0.33765739,110146417
34.853661,-5.953959,104696731,0.28227001,0.28227001,0.24043524,0.24218151,0.00906411,0.00686588,3,1,0,0,20.50534761,19.12489701,19.53664086,18.88359327,GAMA,0.29089,-9.999,0.96870675,1.3804506,1.62175434,0.41174385,0.65304759,0.24130374,121275135
34.834546,-5.95205,104696567,0.28942999,0.28942999,0.28942999,0.28942999,0.001,0.001,3,1,0,0,20.9203574,19.08368867,19.53954655,18.78422858,GAMA,0.28943,-9.999,1.38081085,1.83666873,2.13612882,0.45585788,0.75531797,0.29946009,118722628
34.305732,-5.910008,151955835,0.28619,0.28619,0.28619,0.28619,0.001,0.001,3,1,0,0,20.44870577,19.36003973,19.64632493,19.21674015,GAMA,0.28619,-9.999,0.80238084,1.08866604,1.23196562,0.2862852,0.42958478,0.14329958,112108818
34.836983,-5.872636,104691738,0.29409999,0.2491,0.21801892,0.20486549,0.0343101,0.02299959,3,1,0,0,19.53831034,18.16129645,18.56210656,17.9194132,GAMA,0.2565,-9.999,0.97620378,1.37701389,1.61889714,0.40081011,0.64269336,0.24188325,93886980
34.833996,-5.871648,104691767,0.23314101,0.18693399,0.21374257,0.2128503,0.00973194,0.01005332,3,1,0,0,19.33800282,17.83502142,18.24479399,17.56986608,GAMA,0.21146,-9.999,1.09320883,1.5029814,1.76813674,0.40977257,0.67492791,0.26515534,121690958
35.55852,-7.096293,114434770,0.0706,0.29438999,0.25617081,0.25073662,0.02705861,0.01845427,3,1,0,0,20.20436181,19.4852368,19.63546768,19.31587782,GAMA,0.30185,-9.999,0.56889413,0.71912501,0.88848399,0.15023088,0.31958986,0.16935898,104675329
35.11008,-6.000026,104699370,0.30757999,0.30757999,0.31157747,0.30892232,0.00898919,0.00587636,3,1,0,0,20.79576437,18.90147573,19.42589696,18.58203759,GAMA,0.27557,-9.999,1.36986741,1.89428864,2.21372678,0.52442123,0.84385937,0.31943814,92327423
35.136863,-5.893892,104693173,0.458489,0.43189999,0.39966077,0.39954761,0.02218583,0.01830457,3,1,0,0,21.36844167,19.07680653,19.63332114,18.70246418,GAMA,0.44184,-9.999,1.73512053,2.29163514,2.66597749,0.55651461,0.93085696,0.37434235,116095154
35.284645,-6.843867,104410311,0.13844,0.13844,0.13844,0.13844,0.001,0.001,3,1,0,0,19.32269833,17.92051681,18.31171024,17.63204012,GAMA,0.13844,-9.999,1.01098809,1.40218152,1.69065821,0.39119343,0.67967012,0.28847669,93867432
34.341549,-5.9672,151959154,0.25977001,0.25977001,0.25977001,0.25977001,0.001,0.001,3,1,0,0,20.75629765,18.96211484,19.40424642,18.67815038,GAMA,0.25977,-9.999,1.35205123,1.79418281,2.07814727,0.44213158,0.72609604,0.28396446,89276489
35.231263,-5.93827,112116485,0.0657044,0.0657044,0.05125002,0.05652728,0.00900524,0.00494307,3,1,0,0,18.14839649,17.49065951,17.65772793,17.37157408,GAMA,0.04813,-9.999,0.49066856,0.65773698,0.77682241,0.16706842,0.28615385,0.11908543,118653097
35.617129,-6.866565,114423147,0.21683601,0.21683601,0.21109387,0.2115979,0.01277092,0.01158933,3,1,0,0,20.02851765,18.35540069,18.78303505,18.05512514,GAMA,0.20715,-9.999,1.2454826,1.67311696,1.97339251,0.42763436,0.72790991,0.30027555,89257383
35.650253,-6.419613,111782617,0.25218001,0.25218001,0.25218001,0.25218001,0.001,0.001,3,1,0,0,19.92227596,19.19598565,19.43585604,19.16027858,GAMA,0.25218,-9.999,0.48641992,0.72629031,0.76199738,0.23987039,0.27557746,0.03570707,92321677
34.465312,-5.902308,104693667,0.107254,0.107254,0.12597395,0.12738281,0.01480391,0.01266284,3,1,0,0,19.58270124,18.46822352,18.80439671,18.23948081,GAMA,0.10139,-9.999,0.77830453,1.11447772,1.34322043,0.33617319,0.5649159,0.22874271,104669174
34.922456,-5.910574,104694137,0.18946999,0.30452001,0.26911283,0.26828352,0.01633128,0.01301231,3,1,0,0,20.59803301,19.00541717,19.49328835,18.65547074,GAMA,0.51349,-9.999,1.10474466,1.59261584,1.94256227,0.48787118,0.83781761,0.34994643,114216066
35.351756,-6.110684,111765708,0.23402999,0.23402999,0.23402999,0.23402999,0.001,0.001,3,1,0,0,19.87425937,18.77614708,19.14540601,18.60043448,GAMA,0.23403,-9.999,0.72885336,1.09811229,1.27382489,0.36925893,0.54497153,0.1757126,110150246
35.520455,-6.85382,114422590,0.25156,0.25156,0.25156,0.25156,0.001,0.001,3,1,0,0,20.48899584,19.14895825,19.59462231,18.97751555,GAMA,0.25156,-9.999,0.89437353,1.34003759,1.51148029,0.44566406,0.61710676,0.1714427,121690264
35.430693,-6.242851,111772533,0.30081001,0.30081001,0.24612455,0.24334598,0.00819743,0.00733898,3,1,0,0,20.15752398,18.42191569,18.87193481,18.11874519,GAMA,0.23705,-9.999,1.28558917,1.73560829,2.03877879,0.45001912,0.75318962,0.3031705,104679291
35.667939,-7.29997,114445281,0.21063,0.21063,0.20640646,0.20680869,0.01104502,0.01289668,3,1,0,0,19.3075179,17.91852754,18.34475106,17.66676705,GAMA,0.25341,-9.999,0.96276684,1.38899036,1.64075085,0.42622352,0.67798401,0.25176049,92316060
35.021888,-5.975197,104697954,0.29370001,0.29370001,0.29197621,0.29065636,0.02152156,0.01943942,3,1,0,0,20.63935943,19.17133227,19.55817281,18.88884914,GAMA,0.17359,-9.999,1.08118662,1.46802716,1.75051029,0.38684054,0.66932367,0.28248313,105465895
34.827089,-6.664712,105487502,0.16016001,0.173062,0.15591259,0.1569643,0.02397231,0.02128568,3,1,0,0,19.73812562,18.84371909,19.13442571,18.6853371,GAMA,0.15687,-9.999,0.60369991,0.89440653,1.05278852,0.29070662,0.44908861,0.15838199,111764146
35.392827,-7.020537,104419043,0.231341,0.231341,0.22905862,0.22781844,0.02155062,0.01745646,3,1,0,0,19.43389093,17.84597683,18.28592003,17.57263391,GAMA,0.26794,-9.999,1.1479709,1.5879141,1.86125702,0.4399432,0.71328612,0.27334292,118719255
35.117747,-6.9217,104414272,0.32878,0.33419999,0.3302694,0.32520816,0.03192527,0.02721944,3,1,0,0,20.62410666,19.22272051,19.61214437,18.91028103,GAMA,0.35394,-9.999,1.01196229,1.40138615,1.71382563,0.38942386,0.70186334,0.31243948,110472731
36.025461,-6.27553,111774570,0.3441,0.3441,0.37193879,0.38253915,0.01351114,0.01219245,3,1,0,0,20.89225506,18.99570456,19.54068795,18.68776147,GAMA,0.23449,-9.999,1.35156711,1.8965505,2.20449359,0.54498339,0.85292648,0.30794309,92322851
35.684704,-7.078304,114433827,0.2016,0.2016,0.23888519,0.23960841,0.0307958,0.0260779,3,1,0,0,20.09145361,19.14790913,19.4257613,19.01686222,GAMA,0.27571,-9.999,0.66569231,0.94354448,1.07459139,0.27785217,0.40889908,0.13104691,118653214
35.687223,-6.926951,114426091,0.19668999,0.19668999,0.19668999,0.19668999,0.001,0.001,3,1,0,0,19.37153402,17.9689196,18.39111376,17.67858989,GAMA,0.19669,-9.999,0.98042026,1.40261442,1.69294413,0.42219416,0.71252387,0.29032971,118718594
34.686518,-5.976794,104697970,0.190084,0.190084,0.18757939,0.19152221,0.01832582,0.01881627,3,1,0,0,18.94540429,18.00791034,18.31339034,17.86535806,GAMA,0.19697,-9.999,0.63201395,0.93749395,1.08004623,0.30548,0.44803228,0.14255228,110472040
35.624992,-6.782159,114417985,0.434935,0.354592,0.39646325,0.4004561,0.00559563,0.01324544,3,1,0,0,20.80824938,18.46470815,19.03161766,18.14416074,GAMA,0.37723,-9.999,1.77663172,2.34354123,2.66408864,0.56690951,0.88745692,0.32054741,118718781
35.632529,-6.255778,111773337,0.25669,0.25669,0.21877006,0.22056027,0.0376011,0.03045283,3,1,0,0,19.80044218,19.09489023,19.30603043,19.04320028,GAMA,0.23084,-9.999,0.49441175,0.70555195,0.7572419,0.2111402,0.26283015,0.05168995,92333562
35.285719,-6.206074,105463299,0.186643,0.084124,0.10968152,0.10963389,0.01292823,0.01184157,3,1,0,0,18.25289664,17.0393916,17.3976686,16.78792253,GAMA,0.09216,-9.999,0.85522804,1.21350504,1.46497411,0.358277,0.60974607,0.25146907,111775675
35.323653,-6.573927,105482575,0.08254,0.08254,0.08254,0.08254,0.001,0.001,3,1,0,0,19.13649239,17.97479395,18.34550689,17.70806262,GAMA,0.08254,-9.999,0.7909855,1.16169844,1.42842977,0.37071294,0.63744427,0.26673133,93884668
35.59212,-6.767352,114419876,0.14008,0.14008,0.14008,0.14008,0.001,0.001,3,1,0,0,19.65095813,19.01110764,19.23458687,18.94171736,GAMA,0.14008,-9.999,0.41637126,0.63985049,0.70924077,0.22347923,0.29286951,0.06939028,117548399
35.639395,-7.451144,114452610,0.13861001,0.13861001,0.13861001,0.13861001,0.001,0.001,3,1,0,0,20.02966982,19.3393177,19.53409966,19.239089,GAMA,0.13861,-9.999,0.49557016,0.69035212,0.79058082,0.19478196,0.29501066,0.1002287,92328270
35.494546,-6.577846,111791246,0.14071999,0.14071999,0.13824378,0.13702065,0.04366751,0.0318152,3,1,0,0,20.0587271,19.35706168,19.5757648,19.25060121,GAMA,0.13153,-9.999,0.4829623,0.70166542,0.80812589,0.21870312,0.32516359,0.10646047,125260240
35.303359,-6.439662,105475739,0.36078,0.34329,0.22703251,0.23770928,0.00290354,0.00619842,3,1,0,0,20.2008221,18.58468062,19.02807065,18.26932862,GAMA,0.31601,-9.999,1.17275145,1.61614148,1.93149348,0.44339003,0.75874203,0.315352,120762766
34.86581,-6.999404,104417154,0.059716,0.0590462,0.05253984,0.05312334,0.01820047,0.00183239,3,1,0,0,16.86955095,16.18397275,16.37879032,16.02180816,GAMA,0.01653,-9.999,0.49076063,0.6855782,0.84774279,0.19481757,0.35698216,0.16216459,89256409
34.78547,-5.90129,104693524,0.22142,0.24758001,0.21987221,0.21942864,0.00863921,0.00842884,3,1,0,0,19.95640553,18.66915284,19.094186,18.44595228,GAMA,0.19587,-9.999,0.86221953,1.28725269,1.51045325,0.42503316,0.64823372,0.22320056,151948651
35.450057,-6.418454,111782577,0.214771,0.214771,0.28811365,0.28828689,0.02395767,0.02066173,3,1,0,0,20.7539623,19.23518281,19.68189555,18.94082437,GAMA,0.21584,-9.999,1.07206675,1.51877949,1.81313793,0.44671274,0.74107118,0.29435844,111770580
35.566469,-6.380777,111780203,0.16933,0.18405201,0.20117071,0.19719075,0.00562636,0.00570852,3,1,0,0,19.60301588,17.99719904,18.46843054,17.67769873,GAMA,0.21424,-9.999,1.13458534,1.60581684,1.92531715,0.4712315,0.79073181,0.31950031,117555867
35.256146,-6.218736,105464273,0.21713001,0.21713001,0.21713001,0.21713001,0.001,0.001,3,1,0,0,20.30795724,19.00692375,19.36182848,18.81169442,GAMA,0.21713,-9.999,0.94612876,1.30103349,1.49626282,0.35490473,0.55013406,0.19522933,118642445
35.367145,-7.327106,104433403,0.17859399,0.20132899,0.20493957,0.20269829,0.01040565,0.0088953,3,1,0,0,19.2114966,17.53307816,17.97485742,17.22342338,GAMA,0.19884,-9.999,1.23663918,1.67841844,1.98807322,0.44177926,0.75143404,0.30965478,112118999
36.046439,-6.031074,116113093,0.23661999,0.23661999,0.23661999,0.23661999,0.001,0.001,3,1,0,0,19.57874884,17.81969568,18.27006915,17.52902437,GAMA,0.23662,-9.999,1.30867969,1.75905316,2.04972447,0.45037347,0.74104478,0.29067131,118664838
35.55536,-6.511713,111787626,0.26309001,0.26309001,0.26309001,0.26309001,0.001,0.001,3,1,0,0,19.90383463,18.03075491,18.48671818,17.7419671,GAMA,0.26309,-9.999,1.41711645,1.87307972,2.16186753,0.45596327,0.74475108,0.28878781,114247972
35.690812,-6.243963,111772587,0.10375,0.10375,0.13319315,0.13289762,0.0289656,0.02908023,3,1,0,0,19.56805421,18.26595948,18.62602855,18.00157954,GAMA,0.31264,-9.999,0.94202566,1.30209473,1.56647467,0.36006907,0.62444901,0.26437994,114249526
34.716752,-6.06155,105456603,0.218154,0.218154,0.22850792,0.2293456,0.00922539,0.00962479,3,1,0,0,19.16673348,17.53397093,17.97816671,17.2553257,GAMA,0.25596,-9.999,1.18856677,1.63276255,1.91140778,0.44419578,0.72284101,0.27864523,101820788
34.611366,-5.89682,104693264,0.28832,0.28832,0.28832,0.28832,0.001,0.001,3,1,0,0,20.46234896,18.36443331,18.91499744,18.01782039,GAMA,0.28832,-9.999,1.54735152,2.09791565,2.44452857,0.55056413,0.89717705,0.34661292,93866858
35.944592,-6.229937,111772084,0.23988999,0.262081,0.24552256,0.18940978,0.00565884,0.04500712,3,1,0,0,18.47172485,17.03331226,17.48192908,16.7764466,GAMA,0.23331,-9.999,0.98979577,1.43841259,1.69527825,0.44861682,0.70548248,0.25686566,120755656
34.673407,-6.28518,105467794,0.14972,0.134983,0.12381534,0.12319747,0.02284576,0.01753126,3,1,0,0,19.1671528,18.44306675,18.69303724,18.33083901,GAMA,0.1145,-9.999,0.47411556,0.72408605,0.83631379,0.24997049,0.36219823,0.11222774,115698108
35.325847,-6.172723,105462004,0.35012999,0.30807999,0.31242403,0.31674749,0.02977131,0.02387919,3,1,0,0,20.29996175,19.1185629,19.44026955,18.84253221,GAMA,0.32643,-9.999,0.8596922,1.18139885,1.45742954,0.32170665,0.59773734,0.27603069,116106333
34.669794,-6.190809,105462911,0.22432999,0.22432999,0.22432999,0.22432999,0.001,0.001,3,1,0,0,19.75315904,18.39477341,18.77753689,18.16528545,GAMA,0.22433,-9.999,0.97562215,1.35838563,1.58787359,0.38276348,0.61225144,0.22948796,114237980
35.505155,-6.493985,111786759,0.23428901,0.23428901,0.24844502,0.25786829,0.02911698,0.02681048,3,1,0,16,20.37940215,19.43648562,19.69304584,19.28785383,GAMA,0.21583,-9.999,0.68635631,0.94291653,1.09154832,0.25656022,0.40519201,0.14863179,118663665
35.238395,-6.395897,105473479,0.315,0.315,0.34307417,0.34519774,0.02137284,0.02156368,3,1,0,0,20.53209592,19.19046791,19.57374611,18.8314189,GAMA,0.31514,-9.999,0.95834981,1.34162801,1.70067702,0.3832782,0.74232721,0.35904901,117561140
35.706533,-6.763303,111799995,0.31121001,0.31121001,0.31121001,0.31121001,0.001,0.001,3,1,0,0,20.15930956,18.04219988,18.5615589,17.7204915,GAMA,0.31121,-9.999,1.59775066,2.11710968,2.43881806,0.51935902,0.8410674,0.32170838,120758702
35.694903,-7.380683,114449005,0.28029001,0.28029001,0.28029001,0.28029001,0.001,0.001,3,1,0,0,20.62290144,18.6752678,19.16310582,18.37856388,GAMA,0.28029,-9.999,1.45979562,1.94763364,2.24433756,0.48783802,0.78454194,0.29670392,114226647
34.238593,-5.961171,151958753,0.0239263,0.0239263,0.04711639,0.04635182,0.01671813,0.00955539,3,1,0,0,18.89162967,18.45604543,18.5605897,18.35321515,GAMA,0.04239,-9.999,0.33103997,0.43558424,0.53841452,0.10454427,0.20737455,0.10283028,114229654
35.063947,-5.91794,104694612,0.16624001,0.16624001,0.16624001,0.16624001,0.001,0.001,3,1,0,0,20.12735846,19.47578725,19.66415146,19.37803784,GAMA,0.16624,-9.999,0.463207,0.65157121,0.74932062,0.18836421,0.28611362,0.09774941,104682385
35.178946,-6.450116,105476221,0.27759999,0.27759999,0.27759999,0.27759999,0.001,0.001,3,1,0,0,19.77396561,18.04772158,18.50392539,17.78726133,GAMA,0.2776,-9.999,1.27004022,1.72624403,1.98670428,0.45620381,0.71666406,0.26046025,118718599
35.598115,-6.735885,111798958,0.15256999,0.15256999,0.15256999,0.15256999,0.001,0.001,3,1,0,0,19.89830919,19.03589075,19.33201744,18.88495715,GAMA,0.15257,-9.999,0.56629175,0.86241844,1.01335204,0.29612669,0.44706029,0.1509336,117460292
35.458419,-6.285886,111775082,0.103155,0.103155,0.10469334,0.10430279,0.01679026,0.01395991,3,1,0,0,19.29356343,18.71954304,18.93827274,18.63616762,GAMA,0.09328,-9.999,0.35529069,0.57402039,0.65739581,0.2187297,0.30210512,0.08337542,110481635
35.014114,-6.448081,105476160,0.26413,0.26413,0.32423362,0.32422179,0.02222096,0.01608368,3,1,0,0,20.74445842,18.84061498,19.31146039,18.60001183,GAMA,0.35376,-9.999,1.43299803,1.90384344,2.14444659,0.47084541,0.71144856,0.24060315,92318850
36.430438,-5.842906,116104879,0.21737,0.23882399,0.26415497,0.2587449,0.02346583,0.01902605,3,1,0,0,19.60847793,18.66823738,18.97990965,18.57561998,GAMA,0.25851,-9.999,0.62856828,0.94024055,1.03285795,0.31167227,0.40428967,0.0926174,110137471
35.176056,-6.667594,105487669,0.29448,0.29448,0.29448,0.29448,0.001,0.001,3,1,0,0,20.68808587,19.29246758,19.68959261,19.06047373,GAMA,0.29448,-9.999,0.99849326,1.39561829,1.62761214,0.39712503,0.62911888,0.23199385,118649837
34.710589,-5.929309,104694415,0.17339601,0.160753,0.15749785,0.15932977,0.00279731,0.00287253,3,1,0,0,18.4827781,16.99320877,17.3916519,16.68417375,GAMA,0.14837,-9.999,1.0911262,1.48956933,1.79860435,0.39844313,0.70747815,0.30903502,114241697
36.27278,-6.318864,117427700,0.20675001,0.20675001,0.20675001,0.20675001,0.001,0.001,3,1,0,0,20.40503232,19.06082869,19.4438835,18.84408836,GAMA,0.20675,-9.999,0.96114882,1.34420363,1.56094396,0.38305481,0.59979514,0.21674033,93880265
35.890313,-7.216965,114441124,0.09677,0.15661,0.15898053,0.16780303,0.0274509,0.02338743,3,1,0,0,20.04948893,19.37577225,19.58074547,19.29244105,GAMA,0.17771,-9.999,0.46874346,0.67371668,0.75704788,0.20497322,0.28830442,0.0833312,121681086
34.916978,-6.99763,104417790,0.464398,0.449581,0.46081796,0.46178651,0.01170825,0.00993812,3,1,0,0,20.66999454,18.09505611,18.77324444,17.72941906,GAMA,0.45774,-9.999,1.8967501,2.57493843,2.94057548,0.67818833,1.04382538,0.36563705,112097736
34.681844,-5.94024,104695515,0.20039099,0.20039099,0.19212185,0.1881918,0.0162954,0.01038388,3,1,0,0,19.59122335,18.19130485,18.61288326,17.92842442,GAMA,0.20131,-9.999,0.97834009,1.3999185,1.66279893,0.42157841,0.68445884,0.26288043,92328561
34.800245,-5.902735,104693235,0.136557,0.136557,0.15234885,0.15163304,0.00590469,0.00592519,3,1,0,0,18.78357287,17.34479245,17.72759518,17.05258772,GAMA,0.14777,-9.999,1.05597769,1.43878042,1.73098515,0.38280273,0.67500746,0.29220473,117573492
36.046324,-6.415027,111782239,0.25909001,0.25909001,0.25909001,0.25909001,0.001,0.001,3,1,0,0,19.66099683,17.98189158,18.39629207,17.72315646,GAMA,0.25909,-9.999,1.26470476,1.67910525,1.93784037,0.41440049,0.67313561,0.25873512,125251800
35.482223,-5.902046,112115027,0.29980001,0.20755,0.29964343,0.29029274,0.01624387,0.01385302,3,1,0,0,20.56965333,18.89125543,19.35337227,18.57343139,GAMA,0.35735,-9.999,1.21628106,1.6783979,1.99622194,0.46211684,0.77994088,0.31782404,116090549
34.608762,-5.893476,104693251,0.29549,0.27787,0.28059995,0.23551534,0.03852793,0.01084908,3,1,0,0,20.82335824,18.92613561,19.35982549,18.62101461,GAMA,0.29035,-9.999,1.46353275,1.89722263,2.20234363,0.43368988,0.73881088,0.305121,114437744
34.778078,-7.039854,94368384,0.04192,0.0328704,0.05286063,0.06478815,0.01605849,0.03931836,3,1,0,0,18.8900186,18.351229,18.49558224,18.25933985,GAMA,0.0554,-9.999,0.39443636,0.5387896,0.63067875,0.14435324,0.23624239,0.09188915,93869969
36.299776,-5.87373,116106005,0.141121,0.0633098,0.1084072,0.10223642,0.01062389,0.00871538,3,1,0,0,17.84944724,16.63650791,17.00059697,16.39317256,GAMA,0.05343,-9.999,0.84885027,1.21293933,1.45627468,0.36408906,0.60742441,0.24333535,118642507
36.35755,-5.898381,116107322,0.0853882,0.0853882,0.11735497,0.12085242,0.0111068,0.00911926,3,1,0,0,18.77855357,17.66771105,17.99762339,17.44895197,GAMA,0.05607,-9.999,0.78093018,1.11084252,1.3296016,0.32991234,0.54867142,0.21875908,151947700
35.834902,-5.984165,112119443,0.22616699,0.22616699,0.25364685,0.25282791,0.03408042,0.03316281,3,1,0,0,20.05862881,18.95640997,19.28940993,18.79672392,GAMA,0.2108,-9.999,0.76921888,1.10221884,1.26190489,0.33299996,0.49268601,0.15968605,115694030
36.589613,-6.076992,117415460,0.23288999,0.23288999,0.23288999,0.23288999,0.001,0.001,3,1,0,0,19.77482428,18.18194671,18.65052384,17.91300155,GAMA,0.23289,-9.999,1.12430044,1.59287757,1.86182273,0.46857713,0.73752229,0.26894516,89268479
35.696172,-6.18957,111769731,0.17946,0.17946,0.18099672,0.18334533,0.00995481,0.00995183,3,1,0,0,19.4000168,17.66298495,18.18141254,17.28600087,GAMA,0.19612,-9.999,1.21860426,1.73703185,2.11401593,0.51842759,0.89541167,0.37698408,104428816
34.698197,-6.059781,105454951,0.25595999,0.25595999,0.25595999,0.25595999,0.001,0.001,3,1,0,0,19.1096375,17.91310265,18.25782219,17.72341498,GAMA,0.25596,-9.999,0.85181531,1.19653485,1.38622252,0.34471954,0.53440721,0.18968767,118656248
35.437409,-6.223885,111771686,0.27794999,0.27794999,0.3472921,0.36063465,0.01609019,0.01302332,3,1,0,0,20.8749402,19.2644562,19.76749236,19.02151664,GAMA,0.2646,-9.999,1.10744784,1.610484,1.85342356,0.50303616,0.74597572,0.24293956,104678186
34.628304,-5.940428,104695690,0.14045,0.14045,0.14045,0.14045,0.001,0.001,3,1,0,0,18.48074975,17.05388627,17.45249439,16.74930389,GAMA,0.14045,-9.999,1.02825536,1.42686348,1.73144586,0.39860812,0.7031905,0.30458238,116107353
35.945813,-5.999887,116111726,0.25784999,0.25784999,0.25784999,0.25784999,0.001,0.001,3,1,0,0,19.20620314,17.80743145,18.23687675,17.58358931,GAMA,0.25785,-9.999,0.96932639,1.39877169,1.62261383,0.4294453,0.65328744,0.22384214,110486275
35.659737,-6.486223,111786225,0.20812,0.20812,0.20812,0.20812,0.001,0.001,3,1,0,0,19.61854094,18.03266459,18.44132309,17.75210147,GAMA,0.20812,-9.999,1.17721785,1.58587635,1.86643947,0.4086585,0.68922162,0.28056312,111778420
35.615376,-6.707027,111797480,0.21646,0.22627001,0.21667247,0.21021809,0.01633314,0.01880176,3,1,0,0,19.44058809,18.57574828,18.90058095,18.4947874,GAMA,0.20638,-9.999,0.54000714,0.86483981,0.94580069,0.32483267,0.40579355,0.08096088,110140172
35.509834,-6.289062,111775379,0.21031,0.21031,0.22479796,0.22920285,0.0023868,0.00286588,3,1,0,0,20.22858915,19.11153067,19.44538161,18.92066022,GAMA,0.29511,-9.999,0.78320754,1.11705848,1.30792893,0.33385094,0.52472139,0.19087045,93867939
36.358851,-7.214392,117509157,0.0181,0.0624656,0.04056232,0.03658195,0.02303392,0.01683189,3,1,0,0,19.54471359,19.11446687,19.20245401,19.00189826,GAMA,0.04461,-9.999,0.34225958,0.43024672,0.54281533,0.08798714,0.20055575,0.11256861,92349497
